cluster,TICTOK,기타,네이버,네이버블로그,네이버카페,다음,사파리,인스타그램,카카오스토리,카카오톡,크롬,페이스북
0,0.15978695073235685,20.159786950732357,2.077230359520639,0.0,0.13315579227696406,0.02663115845539281,0.02663115845539281,19.973368841544605,0.02663115845539281,50.918774966711055,6.2316910785619175,0.2663115845539281
1,0.16538037486218302,20.249908122013967,1.7824329290701948,0.09187798603454612,0.0735023888276369,0.018375597206909226,0.12862918044836458,21.81183388460125,0.018375597206909226,49.39360529217199,6.192576258728408,0.0735023888276369
2,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,8.0,0.0
3,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
